Timestamp,Origin,Grad,Parent,Neighbor_Addr,RSSI
2026-03-10 11:31:38,0009,2,0007,0004,-60
2026-03-10 11:31:38,0009,2,0007,0003,-60
2026-03-10 11:31:38,0009,2,0007,0008,-52
2026-03-10 11:32:08,0003,1,0002,0002,-56
2026-03-10 11:32:08,0003,1,0002,0005,-46
2026-03-10 11:32:08,0003,1,0002,0004,-54
2026-03-10 11:32:08,0003,1,0002,0007,-56
2026-03-10 11:32:08,0003,1,0002,0006,-44
2026-03-10 11:32:08,0003,1,0002,0008,-55
2026-03-10 11:32:08,0003,1,0002,0009,-59
2026-03-10 11:32:08,0005,1,0002,0002,-60
2026-03-10 11:32:08,0005,1,0002,0003,-52
2026-03-10 11:32:08,0005,1,0002,0004,-53
2026-03-10 11:32:08,0005,1,0002,0007,-56
2026-03-10 11:32:08,0005,1,0002,0006,-41
2026-03-10 11:32:08,0005,1,0002,0008,-50
2026-03-10 11:32:08,0005,1,0002,0009,-55
2026-03-10 11:32:08,0004,1,0002,0002,-37
2026-03-10 11:32:08,0004,1,0002,0005,-46
2026-03-10 11:32:08,0004,1,0002,0003,-49
2026-03-10 11:32:08,0004,1,0002,0007,-60
2026-03-10 11:32:08,0004,1,0002,0006,-58
2026-03-10 11:32:08,0004,1,0002,0009,-59
2026-03-10 11:32:08,0004,1,0002,0008,-60
2026-03-10 11:32:08,0009,2,0007,0007,-51
2026-03-10 11:32:08,0009,2,0007,0005,-55
2026-03-10 11:32:08,0009,2,0007,0003,-58
2026-03-10 11:32:08,0009,2,0007,0004,-60
2026-03-10 11:32:08,0009,2,0007,0008,-41
2026-03-10 11:32:08,0007,1,0002,0002,-60
2026-03-10 11:32:08,0007,1,0002,0003,-55
2026-03-10 11:32:08,0007,1,0002,0005,-56
2026-03-10 11:32:08,0007,1,0002,0004,-60
2026-03-10 11:32:08,0007,1,0002,0008,-38
2026-03-10 11:32:08,0007,1,0002,0006,-46
2026-03-10 11:32:08,0007,1,0002,0009,-51
2026-03-10 11:32:08,0008,2,0007,0007,-39
2026-03-10 11:32:08,0008,2,0007,0005,-53
2026-03-10 11:32:08,0008,2,0007,0003,-54
2026-03-10 11:32:08,0008,2,0007,0009,-43
2026-03-10 11:32:08,0008,2,0007,0006,-46
2026-03-10 11:32:08,0006,2,0005,0007,-37
2026-03-10 11:32:08,0006,2,0005,0005,-41
2026-03-10 11:32:08,0006,2,0005,0003,-42
2026-03-10 11:32:08,0006,2,0005,0004,-59
2026-03-10 11:32:08,0006,2,0005,0008,-50
2026-03-10 11:32:38,0006,2,0005,0005,-40
2026-03-10 11:32:38,0006,2,0005,0003,-42
2026-03-10 11:32:38,0006,2,0005,0004,-59
2026-03-10 11:32:38,0006,2,0005,0007,-39
2026-03-10 11:32:38,0006,2,0005,0008,-50
2026-03-10 11:32:38,0004,1,0002,0002,-37
2026-03-10 11:32:38,0004,1,0002,0005,-46
2026-03-10 11:32:38,0004,1,0002,0003,-48
2026-03-10 11:32:38,0004,1,0002,0006,-59
2026-03-10 11:32:38,0004,1,0002,0009,-60
2026-03-10 11:32:38,0004,1,0002,0007,-60
2026-03-10 11:32:38,0005,1,0002,0002,-60
2026-03-10 11:32:38,0005,1,0002,0004,-52
2026-03-10 11:32:38,0005,1,0002,0003,-52
2026-03-10 11:32:38,0005,1,0002,0006,-41
2026-03-10 11:32:38,0005,1,0002,0008,-50
2026-03-10 11:32:38,0005,1,0002,0007,-56
2026-03-10 11:32:38,0005,1,0002,0009,-56
2026-03-10 11:32:38,0007,2,0003,0003,-56
2026-03-10 11:32:38,0007,2,0003,0005,-58
2026-03-10 11:32:38,0007,2,0003,0004,-60
2026-03-10 11:32:38,0007,2,0003,0008,-37
2026-03-10 11:32:38,0007,2,0003,0006,-39
2026-03-10 11:32:38,0007,2,0003,0009,-45
2026-03-10 11:32:38,0008,2,0005,0005,-52
2026-03-10 11:32:38,0008,2,0005,0003,-56
2026-03-10 11:32:38,0008,2,0005,0009,-44
2026-03-10 11:32:38,0008,2,0005,0007,-45
2026-03-10 11:32:38,0008,2,0005,0006,-51
2026-03-10 11:32:38,0009,2,0003,0005,-55
2026-03-10 11:32:38,0009,2,0003,0003,-59
2026-03-10 11:32:38,0009,2,0003,0004,-60
2026-03-10 11:32:38,0009,2,0003,0007,-45
2026-03-10 11:32:38,0009,2,0003,0008,-52
2026-03-10 11:32:38,0003,1,0002,0002,-56
2026-03-10 11:32:38,0003,1,0002,0005,-52
2026-03-10 11:32:38,0003,1,0002,0004,-55
2026-03-10 11:32:38,0003,1,0002,0006,-44
2026-03-10 11:32:38,0003,1,0002,0008,-55
2026-03-10 11:32:38,0003,1,0002,0007,-56
2026-03-10 11:32:38,0003,1,0002,0009,-59
2026-03-10 11:33:08,0006,2,0005,0005,-39
2026-03-10 11:33:08,0006,2,0005,0003,-45
2026-03-10 11:33:08,0006,2,0005,0004,-59
2026-03-10 11:33:08,0006,2,0005,0007,-47
2026-03-10 11:33:08,0006,2,0005,0008,-50
2026-03-10 11:33:08,0007,2,0003,0005,-59
2026-03-10 11:33:08,0007,2,0003,0004,-60
2026-03-10 11:33:08,0007,2,0003,0003,-60
2026-03-10 11:33:08,0007,2,0003,0008,-38
2026-03-10 11:33:08,0007,2,0003,0006,-46
2026-03-10 11:33:08,0007,2,0003,0009,-51
2026-03-10 11:33:08,0009,2,0003,0003,-59
2026-03-10 11:33:08,0009,2,0003,0004,-60
2026-03-10 11:33:08,0009,2,0003,0005,-60
2026-03-10 11:33:08,0009,2,0003,0007,-52
2026-03-10 11:33:08,0009,2,0003,0008,-52
